Année;Prix;Variation
28/01/2013;13.05000000;0%
29/01/2013;13.20000000;1.14%
30/01/2013;13.79000000;4.28%
31/01/2013;14.56000000;5.29%
01/02/2013;14.75000000;1.29%
02/02/2013;15.35000000;3.91%
03/02/2013;15.10000000;-1.66%
04/02/2013;14.37000000;-5.08%
05/02/2013;14.76000000;2.64%
06/02/2013;15.02000000;1.73%
07/02/2013;15.20000000;1.18%
08/02/2013;15.84000000;4.04%
09/02/2013;16.26000000;2.58%
10/02/2013;16.85000000;3.5%
11/02/2013;17.44000000;3.38%
12/02/2013;17.47000000;0.17%
13/02/2013;18.00000000;2.94%
14/02/2013;18.71000000;3.79%
15/02/2013;18.43000000;-1.52%
16/02/2013;20.12000000;8.4%
17/02/2013;20.20000000;0.4%
18/02/2013;20.44000000;1.17%
19/02/2013;20.18000000;-1.29%
20/02/2013;20.34000000;0.79%
21/02/2013;22.26000000;8.63%
22/02/2013;22.50000000;1.07%
23/02/2013;22.51000000;0.04%
24/02/2013;23.00000000;2.13%
25/02/2013;22.68000000;-1.41%
26/02/2013;22.66000000;-0.09%
27/02/2013;23.21000000;2.37%
28/02/2013;24.00000000;3.29%
01/03/2013;23.50000000;-2.13%
02/03/2013;25.64000000;8.35%
03/03/2013;26.70000000;3.97%
04/03/2013;26.97000000;1%
05/03/2013;26.90000000;-0.26%
06/03/2013;28.23000000;4.71%
07/03/2013;31.47000000;10.3%
08/03/2013;32.31000000;2.6%
09/03/2013;31.57000000;-2.34%
10/03/2013;33.59000000;6.01%
11/03/2013;35.80000000;6.17%
12/03/2013;35.70000000;-0.28%
13/03/2013;37.15000000;3.9%
14/03/2013;33.18000000;-11.97%
15/03/2013;36.42000000;8.9%
16/03/2013;36.52000000;0.27%
17/03/2013;36.40000000;-0.33%
18/03/2013;36.50000000;0.27%
19/03/2013;36.65000000;0.41%
20/03/2013;39.50000000;7.22%
21/03/2013;46.00000000;14.13%
22/03/2013;49.82000000;7.67%
23/03/2013;56.00000000;11.04%
24/03/2013;53.97000000;-3.76%
25/03/2013;49.65000000;-8.7%
26/03/2013;55.15000000;9.97%
27/03/2013;56.75000000;2.82%
28/03/2013;60.93000000;6.86%
29/03/2013;69.25000000;12.01%
30/03/2013;70.63000000;1.95%
31/03/2013;70.86000000;0.32%
01/04/2013;72.27000000;1.95%
02/04/2013;73.74000000;1.99%
03/04/2013;80.77000000;8.7%
04/04/2013;92.19000000;12.39%
05/04/2013;102.99000000;10.49%
06/04/2013;104.00000000;0.97%
07/04/2013;108.50000000;4.15%
08/04/2013;111.97000000;3.1%
09/04/2013;127.16000000;11.95%
10/04/2013;143.63000000;11.47%
11/04/2013;180.10000000;20.25%
12/04/2013;127.01000000;-41.8%
13/04/2013;92.00000000;-38.05%
14/04/2013;88.00000000;-4.55%
15/04/2013;71.00000000;-23.94%
16/04/2013;67.40000000;-5.34%
17/04/2013;63.00000000;-6.98%
18/04/2013;51.10000000;-23.29%
19/04/2013;71.50000000;28.53%
20/04/2013;82.50000000;13.33%
21/04/2013;91.51000000;9.85%
22/04/2013;98.15000000;6.77%
23/04/2013;92.00000000;-6.68%
24/04/2013;95.00000000;3.16%
25/04/2013;109.68000000;13.38%
26/04/2013;119.00000000;7.83%
27/04/2013;108.80000000;-9.38%
28/04/2013;105.00000000;-3.62%
29/04/2013;100.70000000;-4.27%
30/04/2013;104.00000000;3.17%
01/05/2013;109.00000000;4.59%
02/05/2013;105.55000000;-3.27%
03/05/2013;90.00000000;-17.28%
04/05/2013;81.18000000;-10.86%
05/05/2013;75.00000000;-8.24%
06/05/2013;84.49000000;11.23%
07/05/2013;88.33000000;4.35%
08/05/2013;85.04000000;-3.87%
09/05/2013;85.00000000;-0.05%
10/05/2013;85.00000000;0%
11/05/2013;85.30000000;0.35%
12/05/2013;88.11000000;3.19%
13/05/2013;90.00000000;2.1%
14/05/2013;89.80000000;-0.22%
15/05/2013;90.09000000;0.32%
16/05/2013;86.01000000;-4.74%
17/05/2013;87.95000000;2.21%
18/05/2013;91.11000000;3.47%
19/05/2013;93.10000000;2.14%
20/05/2013;93.65000000;0.59%
21/05/2013;93.90000000;0.27%
22/05/2013;92.50000000;-1.51%
23/05/2013;93.28000000;0.84%
24/05/2013;94.41000000;1.2%
25/05/2013;96.00000000;1.66%
26/05/2013;102.00000000;5.88%
27/05/2013;101.00000000;-0.99%
28/05/2013;102.29000000;1.26%
29/05/2013;101.50000000;-0.78%
30/05/2013;99.80000000;-1.7%
31/05/2013;102.00000000;2.16%
01/06/2013;99.60000000;-2.41%
02/06/2013;99.57000000;-0.03%
03/06/2013;100.00000000;0.43%
04/06/2013;95.49000000;-4.72%
05/06/2013;94.00000000;-1.59%
06/06/2013;95.00000000;1.05%
07/06/2013;93.25000000;-1.88%
08/06/2013;92.74000000;-0.55%
09/06/2013;87.00000000;-6.6%
10/06/2013;82.31000000;-5.7%
11/06/2013;76.49000000;-7.61%
12/06/2013;80.74000000;5.26%
13/06/2013;83.44000000;3.24%
14/06/2013;82.73000000;-0.86%
15/06/2013;77.53000000;-6.71%
16/06/2013;75.90000000;-2.15%
17/06/2013;75.20000000;-0.93%
18/06/2013;74.65000000;-0.74%
19/06/2013;76.79000000;2.79%
20/06/2013;80.07000000;4.1%
21/06/2013;80.12000000;0.06%
22/06/2013;82.00000000;2.29%
23/06/2013;82.70000000;0.85%
24/06/2013;81.00000000;-2.1%
25/06/2013;80.90000000;-0.12%
26/06/2013;77.09000000;-4.94%
27/06/2013;79.44000000;2.96%
28/06/2013;78.91000000;-0.67%
29/06/2013;77.50000000;-1.82%
30/06/2013;72.50000000;-6.9%
01/07/2013;71.50000000;-1.4%
02/07/2013;73.90000000;3.25%
03/07/2013;66.32000000;-11.43%
04/07/2013;69.00000000;3.88%
05/07/2013;60.00000000;-15%
06/07/2013;61.43000000;2.33%
07/07/2013;53.54000000;-14.74%
08/07/2013;53.60000000;0.11%
09/07/2013;59.00000000;9.15%
10/07/2013;59.60000000;1.01%
11/07/2013;60.85000000;2.05%
12/07/2013;68.50000000;11.17%
13/07/2013;68.76000000;0.38%
14/07/2013;72.60000000;5.29%
15/07/2013;74.00000000;1.89%
16/07/2013;73.44000000;-0.76%
17/07/2013;74.59000000;1.54%
18/07/2013;73.81000000;-1.06%
19/07/2013;75.30000000;1.98%
20/07/2013;70.65000000;-6.58%
21/07/2013;70.15000000;-0.71%
22/07/2013;69.80000000;-0.5%
23/07/2013;69.27000000;-0.77%
24/07/2013;70.00000000;1.04%
25/07/2013;73.00000000;4.11%
26/07/2013;71.99000000;-1.4%
27/07/2013;72.98000000;1.36%
28/07/2013;72.36000000;-0.86%
29/07/2013;70.50000000;-2.64%
30/07/2013;74.00000000;4.73%
31/07/2013;75.37000000;1.82%
01/08/2013;79.48000000;5.17%
02/08/2013;77.80000000;-2.16%
03/08/2013;78.00000000;0.26%
04/08/2013;78.50000000;0.64%
05/08/2013;77.58000000;-1.19%
06/08/2013;78.10000000;0.67%
07/08/2013;80.95000000;3.52%
08/08/2013;79.20000000;-2.21%
09/08/2013;79.00000000;-0.25%
10/08/2013;77.80000000;-1.54%
11/08/2013;76.89000000;-1.18%
12/08/2013;76.90000000;0.01%
13/08/2013;77.70000000;1.03%
14/08/2013;79.11000000;1.78%
15/08/2013;80.60000000;1.85%
16/08/2013;82.77000000;2.62%
17/08/2013;82.24000000;-0.64%
18/08/2013;81.77000000;-0.57%
19/08/2013;82.75000000;1.18%
20/08/2013;83.41000000;0.79%
21/08/2013;88.00000000;5.22%
22/08/2013;89.90000000;2.11%
23/08/2013;89.83000000;-0.08%
24/08/2013;89.99000000;0.18%
25/08/2013;87.50000000;-2.85%
26/08/2013;88.30000000;0.91%
27/08/2013;89.95000000;1.83%
28/08/2013;88.70000000;-1.41%
29/08/2013;96.25000000;7.84%
30/08/2013;95.20000000;-1.1%
31/08/2013;95.27000000;0.07%
01/09/2013;101.36000000;6.01%
02/09/2013;105.32000000;3.76%
03/09/2013;108.36000000;2.81%
04/09/2013;106.15000000;-2.08%
05/09/2013;107.25000000;1.03%
06/09/2013;100.10000000;-7.14%
07/09/2013;99.30000000;-0.81%
08/09/2013;93.70000000;-5.98%
09/09/2013;97.81000000;4.2%
10/09/2013;96.00000000;-1.89%
11/09/2013;99.20000000;3.23%
12/09/2013;99.03000000;-0.17%
13/09/2013;105.17000000;5.84%
14/09/2013;104.00000000;-1.13%
15/09/2013;104.80000000;0.76%
16/09/2013;101.98000000;-2.77%
17/09/2013;102.96000000;0.95%
18/09/2013;104.77000000;1.73%
19/09/2013;103.33000000;-1.39%
20/09/2013;103.43000000;0.1%
21/09/2013;100.01000000;-3.42%
22/09/2013;98.50000000;-1.53%
23/09/2013;98.98000000;0.48%
24/09/2013;99.19000000;0.21%
25/09/2013;98.65000000;-0.55%
26/09/2013;97.30000000;-1.39%
27/09/2013;100.73000000;3.41%
28/09/2013;98.80000000;-1.95%
29/09/2013;101.00000000;2.18%
30/09/2013;103.53000000;2.44%
01/10/2013;104.49000000;0.92%
02/10/2013;102.79000000;-1.65%
03/10/2013;102.40000000;-0.38%
04/10/2013;89.93000000;-13.87%
05/10/2013;94.10000000;4.43%
06/10/2013;99.49000000;5.42%
07/10/2013;99.58000000;0.09%
08/10/2013;98.55000000;-1.05%
09/10/2013;99.45000000;0.9%
10/10/2013;99.64000000;0.19%
11/10/2013;101.51000000;1.84%
12/10/2013;102.21000000;0.68%
13/10/2013;102.01000000;-0.2%
14/10/2013;102.10000000;0.09%
15/10/2013;105.63000000;3.34%
16/10/2013;108.44000000;2.59%
17/10/2013;113.89000000;4.79%
18/10/2013;111.97000000;-1.71%
19/10/2013;113.43000000;1.29%
20/10/2013;119.96000000;5.44%
21/10/2013;130.51000000;8.08%
22/10/2013;132.99000000;1.86%
23/10/2013;138.84000000;4.21%
24/10/2013;145.94000000;4.87%
25/10/2013;164.55000000;11.31%
26/10/2013;146.97000000;-11.96%
27/10/2013;142.87000000;-2.87%
28/10/2013;139.85000000;-2.16%
29/10/2013;147.24000000;5.02%
30/10/2013;148.53000000;0.87%
31/10/2013;154.93000000;4.13%
01/11/2013;151.38000000;-2.35%
02/11/2013;152.83000000;0.95%
03/11/2013;153.39000000;0.37%
04/11/2013;155.92000000;1.62%
05/11/2013;163.90000000;4.87%
06/11/2013;173.32000000;5.44%
07/11/2013;181.90000000;4.72%
08/11/2013;196.51000000;7.43%
09/11/2013;227.92000000;13.78%
10/11/2013;259.00000000;12%
11/11/2013;274.99000000;5.81%
12/11/2013;253.69000000;-8.4%
13/11/2013;267.13000000;5.03%
14/11/2013;277.45000000;3.72%
15/11/2013;318.05000000;12.77%
16/11/2013;318.31000000;0.08%
17/11/2013;326.11000000;2.39%
18/11/2013;341.77000000;4.58%
19/11/2013;388.61000000;12.05%
20/11/2013;582.53000000;33.29%
21/11/2013;479.95000000;-21.37%
22/11/2013;467.63000000;-2.63%
23/11/2013;551.30000000;15.18%
24/11/2013;585.03000000;5.77%
25/11/2013;625.23000000;6.43%
26/11/2013;598.45000000;-4.47%
27/11/2013;603.79000000;0.88%
28/11/2013;706.51000000;14.54%
29/11/2013;779.33000000;9.34%
30/11/2013;826.37000000;5.69%
01/12/2013;875.99000000;5.66%
02/12/2013;865.31000000;-1.23%
03/12/2013;738.58000000;-17.16%
04/12/2013;790.45000000;6.56%
05/12/2013;829.34000000;4.69%
06/12/2013;876.60000000;5.39%
07/12/2013;796.93000000;-10%
08/12/2013;612.81000000;-30.05%
09/12/2013;509.97000000;-20.17%
10/12/2013;591.71000000;13.81%
11/12/2013;675.61000000;12.42%
12/12/2013;739.89000000;8.69%
13/12/2013;665.32000000;-11.21%
14/12/2013;642.30000000;-3.58%
15/12/2013;666.57000000;3.64%
16/12/2013;652.14000000;-2.21%
17/12/2013;658.39000000;0.95%
18/12/2013;547.22000000;-20.32%
19/12/2013;515.89000000;-6.07%
20/12/2013;396.42000000;-30.14%
21/12/2013;528.25000000;24.96%
22/12/2013;481.97000000;-9.6%
23/12/2013;465.70000000;-3.49%
24/12/2013;464.46000000;-0.27%
25/12/2013;511.34000000;9.17%
26/12/2013;493.67000000;-3.58%
27/12/2013;507.84000000;2.79%
28/12/2013;569.24000000;10.79%
29/12/2013;565.92000000;-0.59%
30/12/2013;547.63000000;-3.34%
31/12/2013;556.17000000;1.54%
01/01/2014;567.19000000;1.94%
02/01/2014;566.94000000;-0.04%
03/01/2014;569.83000000;0.51%
04/01/2014;599.98000000;5.03%
05/01/2014;616.11000000;2.62%
06/01/2014;647.58000000;4.86%
07/01/2014;706.90000000;8.39%
08/01/2014;703.84000000;-0.43%
09/01/2014;631.44000000;-11.47%
10/01/2014;645.15000000;2.13%
11/01/2014;661.81000000;2.52%
12/01/2014;657.02000000;-0.73%
13/01/2014;694.96000000;5.46%
14/01/2014;669.41000000;-3.82%
15/01/2014;655.45000000;-2.13%
16/01/2014;637.92000000;-2.75%
17/01/2014;662.14000000;3.66%
18/01/2014;646.10000000;-2.48%
19/01/2014;626.76000000;-3.09%
20/01/2014;626.19000000;-0.09%
21/01/2014;650.80000000;3.78%
22/01/2014;671.96000000;3.15%
23/01/2014;676.30000000;0.64%
24/01/2014;653.83000000;-3.44%
25/01/2014;650.27000000;-0.55%
26/01/2014;627.47000000;-3.63%
27/01/2014;668.76000000;6.17%
28/01/2014;704.66000000;5.09%
29/01/2014;633.64000000;-11.21%
30/01/2014;644.67000000;1.71%
31/01/2014;655.53000000;1.66%
01/02/2014;652.39000000;-0.48%
02/02/2014;642.18000000;-1.59%
03/02/2014;650.38000000;1.26%
04/02/2014;651.06000000;0.1%
05/02/2014;651.09000000;0%
06/02/2014;650.88000000;-0.03%
07/02/2014;643.13000000;-1.21%
08/02/2014;603.43000000;-6.58%
09/02/2014;522.84000000;-15.41%
10/02/2014;493.63000000;-5.92%
11/02/2014;500.06000000;1.29%
12/02/2014;452.82000000;-10.43%
13/02/2014;455.32000000;0.55%
14/02/2014;415.27000000;-9.64%
15/02/2014;374.42000000;-10.91%
16/02/2014;352.47000000;-6.23%
17/02/2014;285.68000000;-23.38%
18/02/2014;240.54000000;-18.77%
19/02/2014;238.84000000;-0.71%
20/02/2014;232.03000000;-2.93%
21/02/2014;213.75000000;-8.55%
22/02/2014;115.19000000;-85.56%
23/02/2014;113.00000000;-1.94%
24/02/2014;210.87000000;46.41%
25/02/2014;272.64000000;22.66%
26/02/2014;153.64000000;-77.45%
27/02/2014;198.75000000;22.7%
28/02/2014;430.63000000;53.85%
01/03/2014;432.31000000;0.39%
02/03/2014;416.86000000;-3.71%
03/03/2014;420.17000000;0.79%
04/03/2014;412.89000000;-1.76%
05/03/2014;474.17000000;12.92%
06/03/2014;490.98000000;3.42%
07/03/2014;489.40000000;-0.32%
08/03/2014;481.13000000;-1.72%
09/03/2014;463.74000000;-3.75%
10/03/2014;455.70000000;-1.76%
11/03/2014;465.87000000;2.18%
12/03/2014;456.49000000;-2.05%
13/03/2014;459.89000000;0.74%
14/03/2014;459.04000000;-0.19%
15/03/2014;464.64000000;1.21%
16/03/2014;458.52000000;-1.33%
17/03/2014;460.14000000;0.35%
18/03/2014;459.13000000;-0.22%
19/03/2014;449.52000000;-2.14%
20/03/2014;445.54000000;-0.89%
21/03/2014;442.94000000;-0.59%
22/03/2014;426.41000000;-3.88%
23/03/2014;416.32000000;-2.42%
24/03/2014;414.39000000;-0.47%
25/03/2014;411.78000000;-0.63%
26/03/2014;422.58000000;2.56%
27/03/2014;422.81000000;0.05%
28/03/2014;425.07000000;0.53%
29/03/2014;368.74000000;-15.28%
30/03/2014;373.04000000;1.15%
31/03/2014;364.35000000;-2.39%
01/04/2014;339.86000000;-7.21%
02/04/2014;335.11000000;-1.42%
03/04/2014;357.65000000;6.3%
04/04/2014;321.96000000;-11.09%
05/04/2014;326.56000000;1.41%
06/04/2014;331.41000000;1.46%
07/04/2014;336.70000000;1.57%
08/04/2014;336.82000000;0.04%
09/04/2014;331.75000000;-1.53%
